Hour,TemperatureC,HumidityPct,Wind_speed_m_s,Visibility_10m,Dew_point_temperatureC,Solar_Radiation_MJ_m2,Rainfallmm,Snowfall_cm,temp_humidity,temp_windspeed,temp_solar,DayOfWeek,DayOfMonth,Month,IsWeekend,Seasons_Spring,Seasons_Summer,Seasons_Winter,Holiday_No Holiday,Functioning_Day_Yes,Rented_Bike_Count
0.5054209292712348,0.0223701111420075,0.13701177030598705,2.0929398582972554,-1.176112819296319,0.13055344857873027,0.5197009039954139,-0.13401915087371796,-0.17102636238549812,0.02166726947619954,1.0557554616840303,0.11187434051171491,0.4965374325868237,0.0312403791386982,1.3020979814276927,-0.63438274320707,-0.585698994035029,-0.5777896530197282,-0.5683423495053563,0.2299665527519502,0.18708878996370754,995
-0.3635657911244505,0.8382220705641477,1.3599821268175487,-0.029682793938224636,-1.4726666865264948,1.2554691155575695,0.21067701990987323,-0.13401915087371796,-0.17102636238549812,1.5874168866266987,0.6071935465921674,0.28550897792580276,0.4965374325868237,1.5082115784391408,-0.1501113657371922,-0.63438274320707,-0.585698994035029,1.7307336584752857,-0.5683423495053563,0.2299665527519502,0.18708878996370754,1195
1.084745409535025,-0.1458467877079183,-0.5967704436009499,-0.31913133742488103,-0.9303499459011458,-0.31633085748135653,-0.6591679871457227,-0.13401915087371796,-0.17102636238549812,-0.3683579744455019,-0.22380761084893344,-0.508066975213584,-0.005154367812320046,-0.08237279003825893,1.3020979814276927,-0.63438274320707,-0.585698994035029,-0.5777896530197282,-0.5683423495053563,0.2299665527519502,0.18708878996370754,1448
1.6640698897988153,-1.3065433897724064,0.5283622843896868,0.2597657495484318,-0.0046431227793264805,-0.8941984946280205,-0.6591679871457227,-0.13401915087371796,-0.17102636238549812,-1.3025356793696874,-0.9701002632089413,-0.508066975213584,0.4965374325868237,-1.5593439893387016,-1.3118788434691002,-0.63438274320707,-0.585698994035029,-0.5777896530197282,1.7595028786264597,0.2299665527519502,0.18708878996370754,178
1.5192387697328678,1.1998884030914883,0.7240375414315366,-0.2226484895959955,-0.7075249406895221,1.3710426429869023,-0.6591679871457227,-0.13401915087371796,-0.17102636238549812,1.6092045037009457,0.6740310590401183,-0.508066975213584,-0.5068461682114638,0.25846671749261246,0.14033050369578481,-0.63438274320707,-0.585698994035029,1.7307336584752857,-0.5683423495053563,0.2299665527519502,0.18708878996370754,1980
-1.6670458717179786,0.8466329155066441,1.2621444982966237,0.16328290171954624,-1.7397290089492499,1.2323544100717032,-0.6591679871457227,-0.13401915087371796,-0.17102636238549812,1.5371170793071418,0.7776828163123415,-0.508066975213584,0.9982292329859674,1.621824747616098,-0.1501113657371922,1.576335438988428,-0.585698994035029,1.7307336584752857,-0.5683423495053563,0.2299665527519502,0.18708878996370754,1275
-1.522214751652031,-0.3729396011553181,0.13701177030598705,-1.4769255113715065,-0.2684286068901458,-0.2161671337092681,-0.6591679871457227,-0.13401915087371796,-0.17102636238549812,-0.3639197561525997,-0.7234805648715824,-0.508066975213584,0.9982292329859674,-1.4457308201617445,1.3020979814276927,1.576335438988428,-0.585698994035029,-0.5777896530197282,-0.5683423495053563,0.2299665527519502,-5.345055682887183,0
-0.9428902713882407,0.45973404815181457,1.4089009410780111,-0.8980284243981936,-2.011706588839908,0.9241583369268157,-0.6591679871457227,0.24083864570301938,-0.17102636238549812,1.0916813524558742,-0.25811991670456597,-0.508066975213584,-0.5068461682114638,-1.5593439893387016,-0.4405532351701692,-0.63438274320707,1.7073616485333978,-0.5777896530197282,-0.5683423495053563,0.2299665527519502,0.18708878996370754,76
1.5192387697328678,0.7120593964267034,-0.498932815080025,-0.12616564176710995,0.9227021194984607,0.44645442355223997,-0.6591679871457227,-0.13401915087371796,-0.17102636238549812,0.3202383182714329,0.439563635693296,-0.508066975213584,0.9982292329859674,-1.5593439893387016,-0.1501113657371922,1.576335438988428,-0.585698994035029,1.7307336584752857,-0.5683423495053563,0.2299665527519502,0.18708878996370754,1969
1.5192387697328678,-0.9616987471300585,-0.498932815080025,0.6456971408639736,-1.6627233086187623,-0.955837709256998,-0.6591679871457227,-0.13401915087371796,-0.17102636238549812,-0.9644241403285986,-0.6555707928656429,-0.508066975213584,0.9982292329859674,0.4856930558465267,-1.6023207129020773,1.576335438988428,-0.585698994035029,-0.5777896530197282,1.7595028786264597,0.2299665527519502,0.18708878996370754,232
